IMAGE_ID,IMAGE_INDEX,SIGMA_SMOOTH,BINNING,BINNING_CONGEALING,BINNING_TOTAL,IMAGEFILE,ROIFILE,POINTROIFILE,WIDTH,HEIGHT,STACKWIDTH,STACKHEIGHT,XOFFSET,YOFFSET
B21-08,1,2.455,2,1,2,G:\triad_temp_data\demo\Curation\images\B21-08.tif,G:\triad_temp_data\demo\Curation\rois\roi_B21-08.zip,None,2845,3928,3928,3928,541,0
